766238,,http://vademecum.es/medicamento-t.r.h.+prem_21632
650312,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650310,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650311,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650313,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650312,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650310,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650311,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
650313,"TACHOSIL Esponja medicamentosa 5,5 mg/2 UI",http://vademecum.es/medicamento-tachosil_28494
672506,"TACNI Cáps. dura 0,5 mg",http://vademecum.es/medicamento-tacni_36702
672814,TACNI Cáps. dura 1 mg,http://vademecum.es/medicamento-tacni_36703
672815,TACNI Cáps. dura 1 mg,http://vademecum.es/medicamento-tacni_36703
677341,TACNI Cáps. dura 5 mg,http://vademecum.es/medicamento-tacni_36704
691695,,http://vademecum.es/medicamento-tacrolimus+cinfa_40044
691694,,http://vademecum.es/medicamento-tacrolimus+cinfa_40044
605890,,http://vademecum.es/medicamento-tacrolimus+cinfa_40044
691696,,http://vademecum.es/medicamento-tacrolimus+cinfa_40045
605891,,http://vademecum.es/medicamento-tacrolimus+cinfa_40045
691697,,http://vademecum.es/medicamento-tacrolimus+cinfa_40045
605892,,http://vademecum.es/medicamento-tacrolimus+cinfa_40046
691698,,http://vademecum.es/medicamento-tacrolimus+cinfa_40046
677499,"TACROLIMUS MYLAN Cáps. dura 0,5 mg",http://vademecum.es/medicamento-tacrolimus+mylan_36848
677501,TACROLIMUS MYLAN Cáps. dura 1 mg,http://vademecum.es/medicamento-tacrolimus+mylan_36849
677502,TACROLIMUS MYLAN Cáps. dura 1 mg,http://vademecum.es/medicamento-tacrolimus+mylan_36849
677498,TACROLIMUS MYLAN Cáps. dura 5 mg,http://vademecum.es/medicamento-tacrolimus+mylan_36850
675494,,http://vademecum.es/medicamento-tacrolimus+stada_37326
675598,TACROLIMUS STADA Cáps. dura 1 mg,http://vademecum.es/medicamento-tacrolimus+stada_37327
675605,TACROLIMUS STADA Cáps. dura 1 mg,http://vademecum.es/medicamento-tacrolimus+stada_37327
675821,,http://vademecum.es/medicamento-tacrolimus+stada_37328
660199,TACTUOBEN Gel  1 mg/g + 25 mg/g,http://vademecum.es/medicamento-tactuoben_32346
661566,TACTUOBEN Gel  1 mg/g + 25 mg/g,http://vademecum.es/medicamento-tactuoben_32346
702835,TACTUOBEN Gel  1 mg/g + 25 mg/g,http://vademecum.es/medicamento-tactuoben_32346
701613,TAFINLAR Cáps. dura 50 mg,http://vademecum.es/medicamento-tafinlar_42545
699781,TAFINLAR Cáps. dura 75 mg,http://vademecum.es/medicamento-tafinlar_42546
886234,,http://vademecum.es/medicamento-takipirina_23502
886218,,http://vademecum.es/medicamento-takipirina_22684
674657,TAKIPRIL HIPERBARICA Sol. iny. 20 mg/ml,http://vademecum.es/medicamento-takipril+hiperbarica_40714
644914,TALGO Cáps. 500 mg,http://vademecum.es/medicamento-talgo_19781
691899,TALGO Cáps. 500 mg,http://vademecum.es/medicamento-talgo_19781
659457,TALGO Cáps. 500 mg,http://vademecum.es/medicamento-talgo_19781
679647,,http://vademecum.es/medicamento-talgo+codeina_20717
659459,,http://vademecum.es/medicamento-talgo+codeina_20717
711213,TALTZ Sol. iny. en jeringa precargada 80 mg,http://vademecum.es/medicamento-taltz_ficha_45276
711214,TALTZ Sol. iny. en jeringa precargada 80 mg,http://vademecum.es/medicamento-taltz_ficha_45276
711211,TALTZ Sol. iny. en pluma precargada 80 mg,http://vademecum.es/medicamento-taltz_ficha_45277
711212,TALTZ Sol. iny. en pluma precargada 80 mg,http://vademecum.es/medicamento-taltz_ficha_45277
659889,TAMIFLU Cáps. dura 30 mg,http://vademecum.es/medicamento-tamiflu_31814
659890,TAMIFLU Cáps. dura 45 mg,http://vademecum.es/medicamento-tamiflu_31815
778779,TAMIFLU Cáps. dura 75 mg,http://vademecum.es/medicamento-tamiflu_26531
778787,,http://vademecum.es/medicamento-tamiflu_26530
688738,TAMIFLU Polvo para susp. oral 6 mg/ml,http://vademecum.es/medicamento-tamiflu_39493
849935,TAMOXIFENO CINFA EFG Comp. 10 mg,http://vademecum.es/medicamento-tamoxifeno+cinfa+efg_25313
850081,TAMOXIFENO CINFA EFG Comp. 10 mg,http://vademecum.es/medicamento-tamoxifeno+cinfa+efg_25313
864587,TAMOXIFENO CINFA EFG Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+cinfa+efg_25314
864678,TAMOXIFENO CINFA EFG Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+cinfa+efg_25314
984211,TAMOXIFENO FUNK Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+funk_3822
990127,TAMOXIFENO FUNK Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+funk_3822
999865,,http://vademecum.es/medicamento-tamoxifeno+ratiopharm+efg_5112
999729,,http://vademecum.es/medicamento-tamoxifeno+ratiopharm+efg_5112
671057,TAMOXIFENO RATIOPHARM EFG Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+ratiopharm+efg_5113
999728,TAMOXIFENO RATIOPHARM EFG Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+ratiopharm+efg_5113
650107,TAMOXIFENO SANDOZ Comp. 10 mg,http://vademecum.es/medicamento-tamoxifeno+sandoz_22685
650106,TAMOXIFENO SANDOZ Comp. 10 mg,http://vademecum.es/medicamento-tamoxifeno+sandoz_22685
650108,TAMOXIFENO SANDOZ Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+sandoz_22686
650109,TAMOXIFENO SANDOZ Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+sandoz_22686
935866,,http://vademecum.es/medicamento-tamoxifeno+tora_23506
936419,,http://vademecum.es/medicamento-tamoxifeno+tora_23506
624882,,http://vademecum.es/medicamento-tamoxifeno+tora_23506
931816,TAMOXIFENO VIR Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+vir_23577
931824,TAMOXIFENO VIR Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+vir_23577
624346,TAMOXIFENO VIR Comp. 20 mg,http://vademecum.es/medicamento-tamoxifeno+vir_23577
663191,"TAMSULOSINA ALMUS Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+almus_29697
697434,"TAMSULOSINA ALMUS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+almus_41791
697435,"TAMSULOSINA ALMUS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+almus_41791
697436,"TAMSULOSINA ALMUS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+almus_41791
659064,"TAMSULOSINA ALTER EFG Cáps. dura de liberación modificada  0,4 mg",http://vademecum.es/medicamento-tamsulosina+alter+efg_31242
707749,"TAMSULOSINA APOTEX Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+apotex_44829
692329,"TAMSULOSINA AUROBINDO Cáps. dura de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+aurobindo_40237
673266,"TAMSULOSINA BEXAL EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+bexal+efg_29566
659068,,http://vademecum.es/medicamento-tamsulosina+cantabria_31205
659067,"TAMSULOSINA CANTABRIA EFG Cáps. dura de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+cantabria+efg_31206
681289,"TAMSULOSINA CINFA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+cinfa_37927
681290,"TAMSULOSINA CINFA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+cinfa_37927
681291,"TAMSULOSINA CINFA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+cinfa_37927
652848,"TAMSULOSINA CINFA EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+cinfa+efg_29567
652774,"TAMSULOSINA EDIGEN EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+edigen+efg_29568
605431,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
605432,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
605433,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
680365,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
680366,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
680367,"TAMSULOSINA KERN PHARMA Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma_37779
659061,"TAMSULOSINA KERN PHARMA EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma+efg_31285
659063,"TAMSULOSINA KERN PHARMA EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+kern+pharma+efg_31285
680789,"TAMSULOSINA MABO Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mabo_37780
680790,"TAMSULOSINA MABO Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mabo_37780
680791,"TAMSULOSINA MABO Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mabo_37780
652665,"TAMSULOSINA MABO EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mabo+efg_29582
652799,"TAMSULOSINA MYLAN EFG Cáps. dura de liberación modificada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mylan+efg_29570
679323,"TAMSULOSINA MYLAN PHARMACEUTICALS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mylan+pharmaceuticals_37929
679335,"TAMSULOSINA MYLAN PHARMACEUTICALS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mylan+pharmaceuticals_37929
679346,"TAMSULOSINA MYLAN PHARMACEUTICALS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mylan+pharmaceuticals_37929
679319,"TAMSULOSINA MYLAN PHARMACEUTICALS Comp. de liberación prolongada 0,4 mg",http://vademecum.es/medicamento-tamsulosina+mylan+pharmaceuticals_37929
