865204,DABONAL Comp. 20 mg,http://vademecum.es/medicamento-dabonal_958
637132,DABONAL Comp. 20 mg,http://vademecum.es/medicamento-dabonal_958
865188,DABONAL Comp. 5 mg,http://vademecum.es/medicamento-dabonal_959
864579,DABONAL Comp. 5 mg,http://vademecum.es/medicamento-dabonal_959
637140,DABONAL Comp. 5 mg,http://vademecum.es/medicamento-dabonal_959
895045,"DABONAL PLUS Comp. 20/12,5 mg",http://vademecum.es/medicamento-dabonal+plus_960
646679,"DABONAL PLUS Comp. 20/12,5 mg",http://vademecum.es/medicamento-dabonal+plus_960
700612,DACARBAZINA MEDAC Polvo para sol. para perfusión 1000 mg,http://vademecum.es/medicamento-dacarbazina+medac_27138
656586,DACARBAZINA MEDAC Polvo para sol. para perfusión 1000 mg,http://vademecum.es/medicamento-dacarbazina+medac_27138
700611,DACARBAZINA MEDAC Polvo para sol. para perfusión 500 mg,http://vademecum.es/medicamento-dacarbazina+medac_27136
656576,DACARBAZINA MEDAC Polvo para sol. para perfusión 500 mg,http://vademecum.es/medicamento-dacarbazina+medac_27136
680425,,http://vademecum.es/medicamento-dacepton_43651
694510,DACOGEN Polvo para concentrado para sol. perfusión 50 mg,http://vademecum.es/medicamento-dacogen_ficha_40824
739276,"DACORTIN Comp. 2,5 mg",http://vademecum.es/medicamento-dacortin_962
995233,DACORTIN Comp. 30 mg,http://vademecum.es/medicamento-dacortin_964
638049,DACORTIN Comp. 30 mg,http://vademecum.es/medicamento-dacortin_964
739284,DACORTIN Comp. 5 mg,http://vademecum.es/medicamento-dacortin_963
739292,DACORTIN Comp. 5 mg,http://vademecum.es/medicamento-dacortin_963
615278,DACORTIN Comp. 5 mg,http://vademecum.es/medicamento-dacortin_963
650572,DACROLUX Colirio,http://vademecum.es/medicamento-dacrolux_965
995738,DACROLUX Colirio,http://vademecum.es/medicamento-dacrolux_965
654856,DAFIRO Comp. recub. con película 10 mg/160 mg,http://vademecum.es/medicamento-dafiro_31071
654857,DAFIRO Comp. recub. con película 5 mg/160 mg,http://vademecum.es/medicamento-dafiro_31070
654858,"DAFIRO HCT Comp. recub. con película 10/160/12,5 mg",http://vademecum.es/medicamento-dafiro+hct_35120
654859,DAFIRO HCT Comp. recub. con película 10/160/25 mg,http://vademecum.es/medicamento-dafiro+hct_35123
701935,DAFIRO HCT Comp. recub. con película 10/320/25 mg,http://vademecum.es/medicamento-dafiro+hct_43423
654860,"DAFIRO HCT Comp. recub. con película 5/160/12,5 mg",http://vademecum.es/medicamento-dafiro+hct_35121
654861,DAFIRO HCT Comp. recub. con película 5/160/25 mg,http://vademecum.es/medicamento-dafiro+hct_35122
816207,DAFLON 500 Comp. recub. 450/50 mg,http://vademecum.es/medicamento-daflon+500_967
655365,DAFLON 500 Comp. recub. 450/50 mg,http://vademecum.es/medicamento-daflon+500_967
661750,"DAIVOBET Gel  50 mcg/g + 0,5 mg/g",http://vademecum.es/medicamento-daivobet_32821
661752,"DAIVOBET Gel  50 mcg/g + 0,5 mg/g",http://vademecum.es/medicamento-daivobet_32821
661753,"DAIVOBET Gel  50 mcg/g + 0,5 mg/g",http://vademecum.es/medicamento-daivobet_32821
661754,"DAIVOBET Gel  50 mcg/g + 0,5 mg/g",http://vademecum.es/medicamento-daivobet_32821
703431,"DAIVOBET Gel  50 mcg/g + 0,5 mg/g",http://vademecum.es/medicamento-daivobet_32821
748970,DAIVOBET Pom. 50 mcg/500 mcg,http://vademecum.es/medicamento-daivobet_26019
697255,DAIVOBET Pom. 50 mcg/500 mcg,http://vademecum.es/medicamento-daivobet_26019
681759,DAIVONEX CREMA Crema 50 mcg/g,http://vademecum.es/medicamento-daivonex+crema_4406
738260,DAIVONEX CREMA Crema 50 mcg/g,http://vademecum.es/medicamento-daivonex+crema_4406
703507,DAKLINZA Comp. recub. con película 30 mg,http://vademecum.es/medicamento-daklinza_44015
703508,DAKLINZA Comp. recub. con película 60 mg,http://vademecum.es/medicamento-daklinza_44016
654138,DAKTARIN Crema 2%,http://vademecum.es/medicamento-daktarin_971
955419,DAKTARIN Gel oral 2%,http://vademecum.es/medicamento-daktarin_972
654633,DAKTARIN Polvo 2%,http://vademecum.es/medicamento-daktarin_973
654351,DAKTARIN GINECOLOGICO Crema 2%,http://vademecum.es/medicamento-daktarin+ginecologico_25514
608570,DALACIN Cáps. 150 mg,http://vademecum.es/medicamento-dalacin_974
654278,DALACIN Cáps. 150 mg,http://vademecum.es/medicamento-dalacin_974
640268,DALACIN Cáps. 300 mg,http://vademecum.es/medicamento-dalacin_975
654286,DALACIN Cáps. 300 mg,http://vademecum.es/medicamento-dalacin_975
851550,DALACIN Óvulo 100 mg,http://vademecum.es/medicamento-dalacin_22496
851568,DALACIN Óvulo 100 mg,http://vademecum.es/medicamento-dalacin_22496
719658,DALACIN CREMA VAGINAL Crema 20 mg/g,http://vademecum.es/medicamento-dalacin+crema+vaginal_976
765875,DALACIN EMULSION Emulsión cutánea 1%,http://vademecum.es/medicamento-dalacin+emulsion_979
688556,,http://vademecum.es/medicamento-dalacin+fosfato_977
608604,,http://vademecum.es/medicamento-dalacin+fosfato_977
688549,,http://vademecum.es/medicamento-dalacin+fosfato_978
608596,,http://vademecum.es/medicamento-dalacin+fosfato_978
765719,DALACIN TOPICO Sol. tópica 10 mg,http://vademecum.es/medicamento-dalacin+topico_980
853457,DALGEN Gel 6%,http://vademecum.es/medicamento-dalgen_984
975995,DALGEN Spray 6%,http://vademecum.es/medicamento-dalgen_983
778290,DALPARAN Comp. recub. 10 mg,http://vademecum.es/medicamento-dalparan_985
642322,DALPARAN Comp. recub. 10 mg,http://vademecum.es/medicamento-dalparan_985
679845,DALSY Comp. recub. con película 400 mg,http://vademecum.es/medicamento-dalsy_2718
619429,DALSY Comp. recub. con película 400 mg,http://vademecum.es/medicamento-dalsy_2718
878405,DALSY Granulado efervescente 200 mg/sobre,http://vademecum.es/medicamento-dalsy_24992
691705,DALSY Granulado efervescente 200 mg/sobre,http://vademecum.es/medicamento-dalsy_24992
698353,,http://vademecum.es/medicamento-dalsy_41958
698354,,http://vademecum.es/medicamento-dalsy_41958
666107,DALSY Susp. oral 20 mg/ml,http://vademecum.es/medicamento-dalsy_986
660780,DALSY Susp. oral 40 mg/ml,http://vademecum.es/medicamento-dalsy_32380
660781,DALSY Susp. oral 40 mg/ml,http://vademecum.es/medicamento-dalsy_32380
660782,DALSY Susp. oral 40 mg/ml,http://vademecum.es/medicamento-dalsy_32380
682898,DANATROL Cáps. 100 mg,http://vademecum.es/medicamento-danatrol_990
682914,DANATROL Cáps. 200 mg,http://vademecum.es/medicamento-danatrol_991
682906,DANATROL Cáps. 50 mg,http://vademecum.es/medicamento-danatrol_992
692380,"DANIELLE Comp. recub. con película 2/0,03 mg",http://vademecum.es/medicamento-danielle_40134
692381,"DANIELLE Comp. recub. con película 2/0,03 mg",http://vademecum.es/medicamento-danielle_40134
739888,DAONIL Comp. 5 mg,http://vademecum.es/medicamento-daonil_ficha_993
691196,DAONIL Comp. 5 mg,http://vademecum.es/medicamento-daonil_ficha_993
654585,DAPAROX Comp. recub. con película 20 mg,http://vademecum.es/medicamento-daparox_26963
654586,DAPAROX Comp. recub. con película 20 mg,http://vademecum.es/medicamento-daparox_26963
654587,DAPAROX Comp. recub. con película 20 mg,http://vademecum.es/medicamento-daparox_26963
661172,DAPAROX Sol. oral en gotas 33 mg/ml,http://vademecum.es/medicamento-daparox_32461
